name,hockeydb,nhl,fhl,hockey-reference
Nikita Alexandrov,208947,STL,Nikita Alexandrov,Nikita Alexandrov
Justin Barron,208949,MTL,Justin Barron,Justin Barron
Alex Beaucage,208950,COL,Alex Beaucage,Alex Beaucage
Pierrick Dube,208966,WSH,Pierrick Dube,Pierrick Dube
Alexis Lafreniere,208990,NYR,Alexis Lafrenière,Alexis Lafrenière
Nathan Legare,208993,MTL,Nathan Legare,Nathan Legare
Dawson Mercer,208997,N.J,Dawson Mercer,Dawson Mercer
Jakob Pelletier,209005,CGY,Jakob Pelletier,Jakob Pelletier
Samuel Poulin,209007,PIT,Samuel Poulin,Samuel Poulin
Xavier Simoneau,209011,MTL,Xavier Simoneau,Xavier Simoneau
Egor Sokolov,209014,UTA,Egor Sokolov,Egor Sokolov
Dmitry Zavgorodniy,209018,CGY,Dmitry Zavgorodniy,Dmitry Zavgorodniy
Donovan Sebrango,209054,OTT,Donovan Sebrango,Donovan Sebrango
Alexei Melnichuk,209100,T.B,Alexei Melnichuk,Alexei Melnichuk
John Ludvig,209274,COL,John Ludvig,John Ludvig
Daemon Hunt,209294,CLB,Daemon Hunt,Daemon Hunt
Jamieson Rees,209309,OTT,Jamieson Rees,Jamieson Rees
Tyler Madden,209395,L.A,Tyler Madden,Tyler Madden
Robert Mastrosimone,209400,DET,Robert Mastrosimon,Robert Mastrosimone
Sam Malinski,209409,COL,Sam Malinski,Sam Malinski
Matthew Kessel,209430,STL,Matthew Kessel,Matthew Kessel
Matej Pekar,209447,BUF,Matej Pekar,Matej Pekar
Egor Afanasyev,209451,S.J,Egor Afanasyev,Egor Afanasyev
Martin Pospisil,209457,CGY,Martin Pospisil,Martin Pospisil
Henry Thrun,209469,S.J,Henry Thrun,Henry Thrun
Drew Helleson,209478,ANA,Drew Helleson,Drew Helleson
Jack Hughes,209479,N.J,Jack Hughes,Jack Hughes
Spencer Knight,209480,FLA,Spencer Knight,Spencer Knight
John Beecher,209481,BOS,John Beecher,John Beecher
Alex Vlasic,209482,CHI,Alex Vlasic,Alex Vlasic
Cameron York,209485,PHI,Cameron York,Cameron York
Trevor Zegras,209486,ANA,Trevor Zegras,Trevor Zegras
Cole Caufield,209488,MTL,Cole Caufield,Cole Caufield
Sean Farrell,209489,MTL,Sean Farrell,Sean Farrell
Alex Turcotte,209490,L.A,Alex Turcotte,Alex Turcotte
Matt Boldy,209491,MIN,Matt Boldy,Matt Boldy
Matej Blumel,209494,DAL,Matěj Blümel,Matěj Blümel
Jan Jenik,209732,OTT,Jan Jeník,Jan Jeník
Anttoni Honka,209734,CAR,Anttoni Honka,Anttoni Honka
Jaxson Stauber,209767,UTA,Jaxson Stauber,Jaxson Stauber
Dominik Bokk,209807,CAR,Dominik Bokk,Dominik Bokk
Dustin Wolf,209887,CGY,Dustin Wolf,Dustin Wolf
Gage Goncalves,209896,T.B,Gage Goncalves,Gage Goncalves
Nico Daws,209902,N.J,Nico Daws,Nico Daws
Linus Karlsson,209974,VAN,Linus Karlsson,Linus Karlsson
John Farinacci,209996,BOS,John Farinacci,John Farinacci
Dylan Garand,210112,NYR,Dylan Garand,Dylan Garand
David Gustafsson,210173,WPG,David Gustafsson,David Gustafsson
Adam Boqvist,210177,FLA,Adam Boqvist,Adam Boqvist
Samuel Ersson,210178,PHI,Samuel Ersson,Samuel Ersson
Nils Lundkvist,210202,DAL,Nils Lundkvist,Nils Lundkvist
Simon Lundmark,210203,WPG,Simon Lundmark,Simon Lundmark
Jack Finley,210391,T.B,Jack Finley,Jack Finley
Emil Andrae,210421,PHI,Emil Andrae,Emil Andrae
Taylor Makar,210429,COL,Taylor Makar,Taylor Makar
Jamie Drysdale,210519,PHI,Jamie Drysdale,Jamie Drysdale
Ryan O'Rourke,210537,MIN,Ryan O'Rourke,Ryan O'Rourke
Justin Sourdif,210583,FLA,Justin Sourdif,Justin Sourdif
Quinton Byfield,210630,L.A,Quinton Byfield,Quinton Byfield
Filip Johansson,210830,VAN,Filip Johansson,Filip Johansson
Ridly Greig,210831,OTT,Ridly Greig,Ridly Greig
Albin Eriksson,210838,DAL,Albin Eriksson,Albin Eriksson
Samuel Fagemo,210839,L.A,Samuel Fagemo,Samuel Fagemo
Jonatan Berggren,210840,DET,Jonatan Berggren,Jonatan Berggren
Kaiden Guhle,210851,MTL,Kaiden Guhle,Kaiden Guhle
Kent Johnson,210854,CLB,Kent Johnson,Kent Johnson
Stephen Halliday,211040,OTT,Stephen Halliday,Stephen Halliday
Luke Prokop,211141,NSH,Luke Prokop,Luke Prokop
Jake Neighbours,211142,STL,Jake Neighbours,Jake Neighbours
Kaapo Kakko,211199,NYR,Kaapo Kakko,Kaapo Kakko
Arshdeep Bains,211213,VAN,Arshdeep Bains,Arshdeep Bains
Seth Jarvis,211436,CAR,Seth Jarvis,Seth Jarvis
Tyler Tullio,211442,BUF,Tyler Tullio,Tyler Tullio
Lukas Dostal,211453,ANA,Lukáš Dostál,Lukáš Dostál
Pontus Holmberg,211454,TOR,Pontus Holmberg,Pontus Holmberg
Alexander Khovanov,211528,UFA,Alexander Khovanov,Alexander Khovanov
Alex Cotton,211783,UFA,Alex Cotton,Alex Cotton
Bulat Shafigullin,211790,L.A,Bulat Shafigullin,Bulat Shafigullin
Jack Thompson,212039,S.J,Jack Thompson,Jack Thompson
Matias Maccelli,212466,UTA,Matias Maccelli,Matias Maccelli
Ozzy Wiesblatt,212572,NSH,Ozzy Wiesblatt,Ozzy Wiesblatt
Moritz Seider,212672,DET,Moritz Seider,Moritz Seider
Tyson Foerster,213004,PHI,Tyson Foerster,Tyson Foerster
Kirill Marchenko,213157,CLB,Kirill Marchenko,Kirill Marchenko
Ivan Morozov,213161,VGK,Ivan Morozov,Ivan Morozov
Nikolai Kovalenko,213172,COL,Nikolai Kovalenko,Nikolai Kovalenko
Ilya Konovalov,213191,UFA,Ilya Konovalov,Ilya Konovalov
Simon Holmstrom,213309,NYI,Simon Holmström,Simon Holmström
Justus Annunen,213316,COL,Justus Annunen,Justus Annunen
Bobby Brink,213331,PHI,Bobby Brink,Bobby Brink
Michael Kesselring,213346,UTA,Michael Kesselring,Michael Kesselring
Jordan Harris,213349,MTL,Jordan Harris,Jordan Harris
Brayden Tracey,213361,ANA,Brayden Tracey,Brayden Tracey
Adam Klapka,213692,CGY,Adam Klapka,Adam Klapka
Aidan McDonough,213716,VAN,Aidan McDonough,Aidan McDonough
J.J. Moser,213738,T.B,J.J. Moser,J.J. Moser
Grigori Denisenko,213741,NSH,Grigori Denisenko,Grigori Denisenko
Alexander Romanov,213745,NYI,Alexander Romanov,Alexander Romanov
Ruslan Iskhakov,213751,NYI,Ruslan Iskhakov,Ruslan Iskhakov
Olof Lindbom,214038,NYR,Olof Lindbom,Olof Lindbom
Hugo Alnefelt,214039,T.B,Hugo Alnefelt,Hugo Alnefelt
Benjamin Roger,214198,OTT,Benjamin Roger,Benjamin Roger
Axel Andersson,214506,ANA,Axel Andersson,Axel Andersson
Akira Schmid,214508,VGK,Akira Schmid,Akira Schmid
Magnus Chrona,214509,S.J,Magnus Chrona,Magnus Chrona
Joshua Samanski,215089,EDM,Joshua Samanski,Joshua Samanski
Alexander Campbell,215631,NSH,Alexander Campbell,Alexander Campbell
Michael Benning,215692,FLA,Michael Benning,Michael Benning
Carter Savoie,215693,EDM,Carter Savoie,Carter Savoie
Michal Teply,215778,CHI,Michael Teply,Michal Teply
Jan Mysak,215779,MTL,Jan Mysak,Jan Mysak
Matt Rempe,216250,NYR,Matt Rempe,Matt Rempe
Tye Kartye,216266,SEA,Tye Kartye,Tye Kartye
William Cuylle,216311,NYR,William Cuylle,William Cuylle
Jean-Luc Foudy,216316,COL,Jean-Luc Foudy,Jean-Luc Foudy
Daniil Chayka,216320,VGK,Daniil Chayka,Daniil Chayka
Mikhail Abramov,216515,STL,Mikhail Abramov,Mikhail Abramov
Xavier Bourgault,216525,OTT,Xavier Bourgault,Xavier Bourgault
Mavrik Bourque,216527,DAL,Mavrik Bourque,Mavrik Bourque
Lukas Cormier,216534,VGK,Lukas Cormier,Lukas Cormier
Elliot Desnoyers,216537,PHI,Elliot Desnoyers,Elliot Desnoyers
William Dufour,216543,COL,William Dufour,William Dufour
Artemi Kniazev,216554,WPG,Artemi Kniazev,Artemi Kniazev
Hendrix Lapierre,216556,WSH,Hendrix Lapierre,Hendrix Lapierre
Jeremie Poirier,216568,CGY,Jeremie Poirier,Jeremie Poirier
Jordan Spence,216579,L.A,Jordan Spence,Jordan Spence
William Villeneuve,216582,TOR,William Villeneuve,William Villeneuve
Arber Xhekaj,216624,MTL,Arber Xhekaj,Arber Xhekaj
Vladislav Kolyachonok,216625,UTA,Vladislav Kolyachonok,Vladislav Kolyachonok
Luke Evangelista,216627,NSH,Luke Evangelista,Luke Evangelista
Matvei Guskov,216629,MIN,Matvei Guskov,Matvei Guskov
Marco Rossi,216636,MIN,Marco Rossi,Marco Rossi
Vincent Iorio,216654,WSH,Vincent Iorio,Vincent Iorio
Lassi Thomson,216664,OTT,Lassi Thomson,Lassi Thomson
Aliaksei Protas,216675,WSH,Aliaksei Protas,Aliaksei Protas
Ryker Evans,216682,SEA,Ryker Evans,Ryker Evans
Jacob Perreault,216700,ANA,Jacob Perreault,Jacob Perreault
Carson Lambos,216826,MIN,Carson Lambos,Carson Lambos
Cross Hanas,216829,DET,Cross Hanas,Cross Hanas
Jared Davidson,216831,MTL,Jared Davidson,Jared Davidson
Kasper Simontaival,216997,L.A,Kasper Simontaival,Kasper Simontaival
Vladislav Firstov,217045,MIN,Vladislav Firstov,Vladislav Firstov
Zachary Jones,217053,NYR,Zachary Jones,Zachary Jones
Yan Kuznetsov,217058,CGY,Yan Kuznetsov,Yan Kuznetsov
Ryan Johnson,217060,BUF,Ryan Johnson,Ryan Johnson
Daniil Gushchin,217074,S.J,Daniil Gushchin,Daniil Gushchin
Shane Pinto,217084,OTT,Shane Pinto,Shane Pinto
Brendan Brisson,217088,NYR,Brendan Brisson,Brendan Brisson
Owen Power,217120,BUF,Owen Power,Owen Power
Ville Heinola,217206,WPG,Ville Heinola,Ville Heinola
Anton Lundell,217207,FLA,Anton Lundell,Anton Lundell
Ayrton Martino,217221,DAL,Ayrton Martino,Ayrton Martino
Jet Greaves,217320,CLB,Jet Greaves,Jet Greaves
Luke Tuch,217353,MTL,Luke Tuch,Luke Tuch
Brock Faber,217358,MIN,Brock Faber,Brock Faber
Thomas Bordeleau,217359,S.J,Thomas Bordeleau,Thomas Bordeleau
Brett Berard,217360,NYR,Brett Berard,Brett Berard
Hunter McKown,217362,CLB,Hunter McKown,Hunter McKown
Jake Sanderson,217366,OTT,Jake Sanderson,Jake Sanderson
Landon Slaggert,217367,CHI,Landon Slaggert,Landon Slaggert
Matthew Beniers,217370,SEA,Matthew Beniers,Matty Beniers
Valtteri Puustinen,217408,PIT,Valtteri Puustinen,Valtteri Puustinen
Drew Commesso,217414,CHI,Drew Commesso,Drew Commesso
Mason McTavish,217518,ANA,Mason McTavish,Mason McTavish
Patrik Puistola,217547,EDM,Patrik Puistola,Patrik Puistola
Karl Henriksson,217551,NYR,Karl Henriksson,Karl Henriksson
Sam Colangelo,217617,ANA,Sam Colangelo,Sam Colangelo
Cade Webber,217618,TOR,Cade Webber,Cade Webber
Aidan Thompson,217729,CHI,Aidan Thompson,Aidan Thompson
Louis Crevier,217748,CHI,Louis Crevier,Louis Crevier
Tyler Kleven,217762,OTT,Tyler Kleven,Tyler Kleven
Logan Stankoven,217763,DAL,Logan Stankoven,Logan Stankoven
Marc Gatcomb,217777,NYI,Marc Gatcomb,Marc Gatcomb
Nolan Allan,217929,CHI,Nolan Allan,Nolan Allan
Cole Sillinger,218022,CLB,Cole Sillinger,Cole Sillinger
Adam Edstrom,218031,NYR,Adam Edstrom,Adam Edstrom
Martin Chromiak,218086,L.A,Martin Chromiak,Martin Chromiak
Dylan Guenther,218245,UTA,Dylan Guenther,Dylan Guenther
Victor Soderstrom,218249,BOS,Victor Söderström,Victor Söderström
Noel Gunler,218250,CAR,Noel Gunler,Noel Gunler
Albert Johansson,218279,DET,Albert Johansson,Albert Johansson
Helge Grans,218310,PHI,Helge Grans,Helge Grans
Lucas Raymond,218392,DET,Lucas Raymond,Lucas Raymond
Vasily Podkolzin,218396,VAN,Vasily Podkolzin,Vasily Podkolzin
Philip Broberg,218397,EDM,Philip Broberg,Philip Broberg
Carter Mazur,218463,DET,Carter Mazur,Carter Mazur
Corson Ceulemans,218674,CLB,Corson Ceulemans,Corson Ceulemans
Matthew Knies,218693,TOR,Matthew Knies,Matthew Knies
Nikolas Matinpalo,218697,OTT,Nikolas Matinpalo,Nikolas Matinpalo
Pavel Dorofeyev,218842,VGK,Pavel Dorofeyev,Pavel Dorofeyev
Chase Stillman,219250,N.J,Chase Stillman,Chase Stillman
Zack Ostapchuk,219420,S.J,Zack Ostapchuk,Zack Ostapchuk
Juuso Parssinen,219620,NSH,Juuso Pärssinen,Juuso Pärssinen
Pyotr Kochetkov,219664,CAR,Pyotr Kochetkov,Pyotr Kochetkov
Pavol Regenda,219667,S.J,Pavol Regenda,Pavol Regenda
Jackson LaCombe,219748,ANA,Jackson LaCombe,Jackson LaCombe
Matthew Stienburg,219751,COL,Matthew Stienburg,Matthew Stienburg
Alex Laferriere,219754,L.A,Alex Laferriere,Alex Laferriere
Victor Mancini,219756,VAN,Victor Mancini,Victor Mancini
Calle Clang,219757,ANA,Calle Clang,Calle Clang
Olen Zellweger,220134,ANA,Olen Zellweger,Olen Zellweger
Mattias Norlinder,221345,MTL,Mattias Norlinder,Mattias Norlinder
Tyler Brennan,222883,N.J,Tyler Brennan,Tyler Brennan
Alexander Holtz,222890,VGK,Alexander Holtz,Alexander Holtz
Tobias Bjornfot,222896,FLA,Tobias Björnfot,Tobias Björnfot
Dmitri Voronkov,223335,CLB,Dmitri Voronkov,Dmitri Voronkov
Arsen Khisamutdinov,223344,UFA,Arsen Khisamutdino,Arsen Khisamutdinov
Mackie Samoskevich,223446,FLA,Mackie Samoskevich,Mackie Samoskevich
Alex Jefferies,223449,NYI,Alex Jefferies,Alex Jefferies
Josh Bloom,223511,VAN,Josh Bloom,Josh Bloom
Adam Wilsby,223783,NSH,Adam Wilsby,Adam Wilsby
Dennis Hildeby,223784,TOR,Dennis Hildeby,Dennis Hildeby
Lucas Edmonds,223811,T.B,Lucas Edmonds,Lucas Edmonds
Nils Aman,223819,VAN,Nils Åman,Nils Åman
Jakub Dobes,224483,MTL,Jakub Dobes,Jakub Dobes
Mason Lohrei,224611,BOS,Mason Lohrei,Mason Lohrei
Tristan Broz,224612,PIT,Tristan Broz,Tristan Broz
Nikita Nesterenko,224706,ANA,Nikita Nesterenko,Nikita Nesterenko
Jayden Struble,224707,MTL,Jayden Struble,Jayden Struble
Antti Tuomisto,225157,DET,Antti Tuomisto,Antti Tuomisto
Erik Portillo,225158,L.A,Erik Portillo,Erik Portillo
Arseny Gritsyuk,225165,N.J,Arseny Gritsyuk,Arseny Gritsyuk
Frederik Dichow,225166,MTL,Frederik Nissen Dichow,Frederik Nissen Dichow
Aku Raty,225167,UTA,Aku Raty,Aku Raty
Arturs Silovs,225170,VAN,Arturs Silovs,Arturs Silovs
Elmer Soderblom,225171,DET,Elmer Söderblom,Elmer Söderblom
Santeri Hatakka,225177,N.J,Santeri Hatakka,Santeri Hatakka
Vadim Zherenko,225178,STL,Vadim Zherenko,Vadim Zherenko
Jesper Wallstedt,225186,MIN,Jesper Wallstedt,Jesper Wallstedt
Maxim Groshev,225845,T.B,Maxim Groshev,Maxim Groshev
Rodion Amirov,225853,TOR,Rodion Amirov,Rodion Amirov
Shakir Mukhamadullin,225854,S.J,Shakir Mukhamadullin,Shakir Mukhamadullin
Alexander Nikishin,225855,CAR,Alexander Nikishin,Alexander Nikishin
Ryan McAllister,225967,FLA,Ryan McAllister,Ryan McAllister
Devon Levi,226016,BUF,Devon Levi,Devon Levi
Lukas Reichel,226504,CHI,Lukas Reichel,Lukas Reichel
John-Jason Peterka,226507,BUF,John-Jason Peterka,JJ Peterka
Tim Stutzle,226509,OTT,Tim Stützle,Tim Stützle
Reid Schaefer,226598,NSH,Reid Schaefer,Reid Schaefer
Collin Graf,226641,S.J,Collin Graf,Collin Graf
Simon Nemec,226799,N.J,Simon Nemec,Simon Nemec
Roni Hirvonen,226936,TOR,Roni Hirvonen,Roni Hirvonen
Topi Niemela,226938,TOR,Topi Niemela,Topi Niemela
Brandt Clarke,227233,L.A,Brandt Clarke,Brandt Clarke
Luca Del Bel Belluz,227236,CLB,Luca Del Bel Belluz,Luca Del Bel Belluz
Ethan Del Mastro,227237,CHI,Ethan Del Mastro,Ethan Del Mastro
Brennan Othmann,227257,NYR,Brennan Othmann,Brennan Othmann
Francesco Pinelli,227260,L.A,Francesco Pinelli,Francesco Pinelli
Ty Voit,227268,TOR,Ty Voit,Ty Voit
Ryan Winterton,227270,SEA,Ryan Winterton,Ryan Winterton
Shane Wright,227271,SEA,Shane Wright,Shane Wright
Caedan Bankier,227276,MIN,Caedan Bankier,Caedan Bankier
Colton Dach,227279,CHI,Colton Dach,Colton Dach
Matthew Savoie,227300,EDM,Matthew Savoie,Matthew Savoie
Zach Dean,227312,STL,Zach Dean,Zach Dean
Nathan Gaucher,227320,ANA,Nathan Gaucher,Nathan Gaucher
Ivan Ivan,227324,COL,Ivan Ivan,Ivan Ivan
Riley Kidney,227327,MTL,Riley Kidney,Riley Kidney
Zachary L'Heureux,227328,NSH,Zachary L'Heureux,Zachary L'Heureux
James Malatesta,227333,CLB,James Malatesta,James Malatesta
Joshua Roy,227346,MTL,Joshua Roy,Joshua Roy
Wyatt Johnston,227511,DAL,Wyatt Johnston,Wyatt Johnston
Vasiliy Ponomarev,227515,PIT,Vasiliy Ponomarev,Vasiliy Ponomarev
Conor Geekie,227534,T.B,Conor Geekie,Conor Geekie
Kasper Puutio,227544,FLA,Kasper Puutio,Kasper Puutio
Aatu Raty,227734,VAN,Aatu Räty,Aatu Räty
Justin Hryckowian,227810,DAL,Justin Hryckowian,Justin Hryckowian
Wyatt Kaiser,227811,CHI,Wyatt Kaiser,Wyatt Kaiser
Zachary Bolduc,227918,STL,Zachary Bolduc,Zachary Bolduc
Matthew Coronato,227921,CGY,Matthew Coronato,Matthew Coronato
Josh Doan,227923,UTA,Josh Doan,Josh Doan
Evan Nause,227933,FLA,Evan Nause,Evan Nause
Ryan Ufko,227942,NSH,Ryan Ufko,Ryan Ufko
Stanislav Svozil,228173,CLB,Stanislav Svozil,Stanislav Svozil
Sean Behrens,228206,COL,Sean Behrens,Sean Behrens
Tyler Boucher,228207,OTT,Tyler Boucher,Tyler Boucher
Jack Devine,228210,FLA,Jack Devine,Jack Devine
Dylan Duke,228211,T.B,Dylan Duke,Dylan Duke
Jack Hughes2,228216,L.A,Jack Hughes2,Jack Hughes2
Luke Hughes,228217,N.J,Luke Hughes,Luke Hughes
Chaz Lucius,228220,WPG,Chaz Lucius,Chaz Lucius
Sasha Pastujov,228225,ANA,Sasha Pastujov,Sasha Pastujov
Redmond Savage,228228,DET,Redmond Savage,Redmond Savage
Sebastian Cossa,228233,DET,Sebastian Cossa,Sebastian Cossa
Atro Leppanen,228276,EDM,Atro Leppanen,Atro Leppanen
Roby Jarventie,228378,EDM,Roby Jarventie,Roby Jarventie
Ryan Greene,228468,CHI,Ryan Greene,Ryan Greene
Benjamin Gaudreau,228562,S.J,Benjamin Gaudreau,Benjamin Gaudreau
Christian Kyrou,228638,DAL,Christian Kyrou,Christian Kyrou
Ian Moore,229101,ANA,Ian Moore,Ian Moore
Scott Morrow,229104,CAR,Scott Morrow,Scott Morrow
Georgii Merkulov,229105,BOS,Georgii Merkulov,Georgii Merkulov
Kevin Korchinski,229107,CHI,Kevin Korchinski,Kevin Korchinski
Jagger Firkus,229345,SEA,Jagger Firkus,Jagger Firkus
Joel Blomqvist,229784,PIT,Joel Blomqvist,Joel Blomqvist
William Wallinder,229805,DET,William Wallinder,William Wallinder
Koehn Ziemmer,230182,L.A,Koehn Ziemmer,Koehn Ziemmer
Brad Lambert,230223,WPG,Brad Lambert,Brad Lambert
Denton Mateychuk,230322,CLB,Denton Mateychuk,Denton Mateychuk
Fraser Minten,230395,BOS,Fraser Minten,Fraser Minten
Logan Mailloux,230411,MTL,Logan Mailloux,Logan Mailloux
Yaroslav Askarov,230532,S.J,Yaroslav Askarov,Yaroslav Askarov
Leevi Merilainen,230540,OTT,Leevi Merilainen,Leevi Merilainen
Mikael Pyyhtia,230593,CLB,Mikael Pyyhtia,Mikael Pyyhtia
Marco Kasper,231359,DET,Marco Kasper,Marco Kasper
Brent Johnson,231478,WSH,Brent Johnson,Brent Johnson
William Eklund,231628,S.J,William Eklund,William Eklund
Jakub Rychlovsky,231638,DET,Jakub Rychlovsky,Jakub Rychlovsky
Shai Buium,231730,DET,Shai Buium,Shai Buium
Emil Heineman,232198,MTL,Emil Heineman,Emil Heineman
Luca Cagnoni,232318,S.J,Luca Cagnoni,Luca Cagnoni
Owen Beck,232378,MTL,Owen Beck,Owen Beck
Isaiah George,232424,NYI,Isaiah George,Isaiah George
Rieger Lorenz,232475,MIN,Rieger Lorenz,Rieger Lorenz
Maxim Berezkin,232665,EDM,Maksim Berezkin,Maxim Berezkin
Jack Peart,232761,MIN,Jack Peart,Jack Peart
Marat Khusnutdinov,233625,MIN,Marat Khusnutdinov,Marat Khusnutdinov
Daniel Torgersson,233626,WPG,Daniel Torgersson,Daniel Torgersson
Yegor Chinakhov,233632,CLB,Yegor Chinakhov,Yegor Chinakhov
Alexander Gordin,233642,MTL,Alexander Gordin,Alexander Gordin
Joni Jurmo,233650,VAN,Joni Jurmo,Joni Jurmo
Veeti Miettinen,233673,TOR,Veeti Miettinen,Veeti Miettinen
Theodor Niederbach,233675,DET,Theodor Niederbach,Theodor Niederbach
Zion Nybeck,233677,CAR,Zion Nybeck,Zion Nybeck
Bogdan Trineyev,233695,WSH,Bogdan Trineyev,Bogdan Trineyev
Isak Rosen,233734,BUF,Isak Rosen,Isak Rosen
Simon Robertsson,233741,STL,Simon Robertsson,Simon Robertsson
Zakhar Bardakov,234846,COL,Zakhar Bardakov,Zakhar Bardakov
Gabriel Szturc,234912,T.B,Gabriel Szturc,Gabriel Szturc
Jakub Brabenec,234934,VGK,Jakub Brabenec,Jakub Brabenec
David Jiricek,234936,MIN,David Jiříček,David Jiříček
Ilya Fedotov,235042,UTA,Ilya Fedotov,Ilya Fedotov
Nikita Chibrikov,235047,WPG,Nikita Chibrikov,Nikita Chibrikov
Kirill Kirsanov,235049,L.A,Kirill Kirsanov,Kirill Kirsanov
Danila Yurov,235057,MIN,Danila Yurov,Danila Yurov
Jordan Dumais,235301,CLB,Jordan Dumais,Jordan Dumais
Maveric Lamoureux,235312,UTA,Maveric Lamoureux,Maveric Lamoureux
Tristan Luneau,235316,ANA,Tristan Luneau,Tristan Luneau
Noah Warren,235334,ANA,Noah Warren,Noah Warren
Samuel Helenius,235342,L.A,Samuel Helenius,Samuel Helenius
Cam Lund,235428,S.J,Cameron Lund,Cameron Lund
Valterri Pulli,235458,S.J,Valterri Pulli,Valterri Pulli
Samu Tuomaala,235476,PHI,Samu Tuomaala,Samu Tuomaala
Daniil Chechelev,235520,CGY,Daniil Chechelev,Daniil Chechelev
Artur Akhtyamov,235521,TOR,Artur Akhtyamov,Artur Akhtyamov
Aatu Jamsen,235525,L.A,Aatu Jamsen,Aatu Jamsen
Filip Mesar,235716,MTL,Filip Mesar,Filip Mesar
Julian Lutz,236303,UTA,Julian Lutz,Julian Lutz
William Stromgren,236671,CGY,William Stromgren,William Stromgren
Ludvig Jansson,236677,FLA,Ludvig Jansson,Ludvig Jansson
Oskar Olausson,236678,COL,Oskar Olausson,Oskar Olausson
Shane LaChance,237616,N.J,Shane Lachance,Shane Lachance
Aleksei Kolosov,237650,PHI,Aleksei Kolosov,Aleksei Kolosov
Arttu Hyry,237659,DAL,Arttu Hyry,Arttu Hyry
Jackson Blake,238085,CAR,Jackson Blake,Jackson Blake
Gavin Brindley,238086,CLB,Gavin Brindley,Gavin Brindley
Viljami Marjala,238150,EDM,Viljami Marjala,Viljami Marjala
Adam Sykora,238151,NYR,Adam Sykora,Adam Sykora
Victor Stjernborg,238153,CHI,Victor Stjernborg,Victor Stjernborg
Seamus Casey,238267,N.J,Seamus Casey,Seamus Casey
Ryan Chesley,238268,WSH,Ryan Chesley,Ryan Chesley
Logan Cooley,238269,UTA,Logan Cooley,Logan Cooley
Adam Fantilli,238272,CLB,Adam Fantilli,Adam Fantilli
Cutter Gauthier,238275,ANA,Cutter Gauthier,Cutter Gauthier
Isaac Howard,238276,T.B,Isaac Howard,Isaac Howard
Lane Hutson,238277,MTL,Lane Hutson,Lane Hutson
Rutger McGroarty,238284,WPG,Rutger Mcgroarty,Rutger McGroarty
Frank Nazar,238286,CHI,Frank Nazar,Frank Nazar
Jimmy Snuggerud,238291,STL,Jimmy Snuggerud,Jimmy Snuggerud
Charlie Stramel,238293,MIN,Charlie Stramel,Charlie Stramel
Samuel Honzek,238384,CGY,Samuel Honzek,Samuel Honzek
Quinn Hutson,238540,EDM,Quinn Hutson,Quinn Hutson
Brody Lamb,238541,NYR,Brody Lamb,Brody Lamb
Lian Bichsel,238586,DAL,Lian Bichsel,Lian Bichsel
Juraj Slafkovsky,238593,MTL,Juraj Slafkovsky,Juraj Slafkovsky
Fabian Lysell,238748,BOS,Fabian Lysell,Fabian Lysell
Simon Edvinsson,238749,DET,Simon Edvinsson,Simon Edvinsson
Oskar Jellvik,238775,BOS,Oskar Jellvik,Oskar Jellvik
Elias Salomonsson,238776,WPG,Elias Salomonsson,Elias Salomonsson
Carl Lindbom,238778,VGK,Carl Lindbom,Carl Lindbom
Dalibor Dvorsky,238957,STL,Dalibor Dvorsky,Dalibor Dvorsky
David Goyette,239056,SEA,David Goyette,David Goyette
Nick Moldenhauer,239128,TOR,Nicholas Moldenhauer,Nick Moldenhauer
Filip Bystedt,239563,S.J,Filip Bystedt,Filip Bystedt
Prokhor Poltapov,240628,BUF,Prokhor Poltapov,Prokhor Poltapov
Ilya Nabokov,240647,COL,Ilya Nabokov,Ilya Nabokov
Connor Bedard,240679,CHI,Connor Bedard,Connor Bedard
Zach Benson,240680,BUF,Zach Benson,Zach Benson
Nate Danielson,240683,DET,Nate Danielson,Nate Danielson
Kalan Lind,240690,NSH,Kalan Lind,Kalan Lind
Owen Pickering,240695,PIT,Owen Pickering,Owen Pickering
Brayden Yager,240700,WPG,Brayden Yager,Brayden Yager
Tanner Molendyk,241004,NSH,Tanner Molendyk,Tanner Molendyk
Andrew Cristall,241126,WSH,Andrew Cristall,Andrew Cristall
Riley Heidt,241129,MIN,Riley Heidt,Riley Heidt
Lukas Dragicevic,241294,SEA,Lukas Dragicevic,Lukas Dragicevic
Nico Myatovic,241300,ANA,Nico Myatovic,Nico Myatovic
Tanner Howe,241301,PIT,Tanner Howe,Tanner Howe
Matthew Wood,241511,NSH,Matthew Wood,Matthew Wood
Joakim Kemell,241535,NSH,Joakim Kemell,Joakim Kemell
Matvei Michkov,241596,PHI,Matvei Michkov,Matvei Michkov
Nikita Grebenkin,241769,PHI,Nikita Grebenkin,Nikita Grebenkin
Aleksi Heimosalmi,241775,CAR,Aleksi Heimosalmi,Aleksi Heimosalmi
